id	name	year	Bevtotaal	Wdicht	Wligplaats	Winstituut	Wcorhuur	Wkoop	Wparthuur
E16	Frederik Hendrikbuurt	2015	8377	14055	20	5	1971	1443	1629
E17	Da Costabuurt	2015	4661	12188	68	10	618	847	1169
E18	Kinkerbuurt	2015	6208	13589	14	0	1376	823	1208
E19	Van Lennepbuurt	2015	7131	17759	51	6	2472	988	992
E20	Helmersbuurt	2015	7527	12632	13	7	1123	1434	1646
E21	Overtoomse Sluis	2015	7747	14892	18	19	899	1585	1903
E22	Vondelbuurt	2015	1898	4170	0	6	150	371	382
E36	Sloterdijk	2015	503	195	0	2	11	17	205
E37	Landlust	2015	18742	9016	20	1	4486	2350	2437
E38	Erasmuspark	2015	5898	8434	0	1	534	1311	1205
E39	De Kolenkit	2015	9220	5983	1	2	3191	708	349
E40	Geuzenbuurt	2015	6751	13242	0	1	748	1297	1600
E41	Van Galenbuurt	2015	6749	11160	0	0	1649	731	832
E42	Hoofdweg e,o,	2015	10440	14236	0	2	2342	1283	2070
E43	Westindische Buurt	2015	6793	11450	1	1	687	1099	1823
E75	Chassébuurt	2015	6234	11556	0	2	1289	746	904
F11	Bedrijventerrein Sloterdijk	2015	104	6	0	1	1	0	43
F76	Slotermeer-Noordoost	2015	9469	4413	0	2	2818	1123	266
F77	Slotermeer-Zuidwest	2015	17015	3356	5	9	5291	1714	563
F78	Geuzenveld	2015	15041	4544	0	62	4163	1172	685
F79	Eendracht	2015	2329	404	0	0	482	421	30
F80	Lutkemeer/Ookmeer	2015	847	57	0	0	21	177	108
F81	Osdorp-Oost	2015	15756	5269	0	9	5259	2187	846
F82	Osdorp-Midden	2015	15743	6322	0	5	4125	1788	683
F83	De Punt	2015	5494	4333	0	5	1061	1007	410
F84	Middelveldsche Akerpolder	2015	14403	3633	36	0	1619	2990	768
F85	Slotervaart-Noord	2015	7985	3014	0	9	1449	1127	779
F86	Overtoomse Veld	2015	11704	3083	0	18	2270	824	1404
F87	Westlandgracht	2015	7448	2710	0	5	1324	931	1558
F88	Sloter-/Riekerpolder	2015	13846	1209	72	33	1130	2880	1627
F89	Slotervaart-Zuid	2015	9617	3795	0	137	2963	845	914
K23	Zuidas	2015	1280	284	0	7	85	139	364
K24	Oude Pijp	2015	14977	14674	31	3	2548	2403	4235
K25	Nieuwe Pijp	2015	12247	14258	21	6	2411	2074	2842
K26	Zuid-Pijp	2015	8237	12944	27	3	3320	637	610
K44	Hoofddorppleinbuurt	2015	11539	7574	44	2	923	2425	3076
K45	Schinkelbuurt	2015	3801	7774	0	3	810	662	797
K46	Willemspark	2015	5698	4073	0	9	265	1188	1143
K47	Museumkwartier	2015	12883	5142	3	18	336	2512	3915
K48	Stadionbuurt	2015	11572	6828	146	5	3323	1039	2072
K49	Apollobuurt	2015	8644	4380	0	1	64	1940	1859
K52	Scheldebuurt	2015	14718	7485	0	5	1374	2008	4017
K53	IJselbuurt	2015	5211	11618	8	0	1360	470	1138
K54	Rijnbuurt	2015	9060	5450	70	2	2138	989	2100
K59	Prinses Irenebuurt e,o,	2015	1279	1809	0	0	0	522	173
K90	Buitenveldert-West	2015	12662	2601	20	67	2256	2905	2266
K91	Buitenveldert-Oost	2015	7630	2956	0	6	1337	1444	1724
M27	Weesperzijde	2015	4990	7418	48	0	852	1055	798
M28	Oosterparkbuurt	2015	10796	8456	0	74	3706	1464	943
M29	Dapperbuurt	2015	8944	8230	1	16	3003	1070	811
M30	Transvaalbuurt	2015	9115	12253	0	1	2885	959	675
M31	Indische Buurt-West	2015	12668	14249	0	20	3948	1722	994
M32	Indische Buurt-Oost	2015	10156	5488	12	6	3521	1017	565
M33	Oostelijk Havengebied	2015	18358	5751	232	7	3289	3350	1962
M34	Zeeburgereiland/Nieuwe diep	2015	989	198	63	1	417	38	20
M35	IJburg-West	2015	14234	4825	0	26	1840	2596	937
M50	IJburg-Oost	2015			0	0			
M51	IJburg-Zuid	2015	6758	3900	0	0	1171	1040	395
M55	Frankendael	2015	10370	3619	4	82	3274	917	1567
M56	Middenmeer	2015	15214	2641	0	2	2346	2751	2254
M57	Betondorp	2015	3176	1795	0	0	1657	239	54
M58	Omval/Overamstel	2015	2922	613	94	4	1083	235	414
N60	Volewijck	2015	9679	4093	41	7	4088	509	238
N61	IJplein/Vogelbuurt	2015	8226	3449	37	4	3008	760	303
N62	Tuindorp Nieuwendam	2015	3499	4336	3	0	1514	288	41
N63	Tuindorp Buiksloot	2015	1871	5411	0	0	775	128	9
N64	Nieuwendammerdijk/Buiksloterdijk	2015	1679	1787	10	0	2	551	74
N65	Tuindorp Oostzaan	2015	10876	3162	80	25	3480	1389	142
N66	Oostzanerwerf	2015	8739	1495	73	1	1935	1606	147
N67	Kadoelen	2015	2843	885	35	2	408	661	92
N68	Waterlandpleinbuurt	2015	13055	3836	0	2	3337	1661	359
N69	Buikslotermeer	2015	10819	3824	0	5	3826	1446	327
N70	Banne Buiksloot	2015	13840	3540	33	14	4021	1553	279
N71	Noordelijke IJ-oevers-West	2015	1524	343	87	0	439	176	252
N72	Noordelijke IJ-oevers-Oost	2015	142	98	0	1	0	17	50
N73	Waterland	2015	2184	34	108	1	39	651	141
N74	Elzenhagen	2015	2348	1054	1	0	194	478	163
T92	Amstel III/Bullewijk	2015	280	3	5	6	0	7	7
T93	Bijlmer-Centrum (D,F,H)	2015	23171	3677	0	24	7131	2285	1459
T94	Bijlmer-Oost (E,G,K)	2015	26787	3212	0	10	7107	3709	1138
T95	Nellestein	2015	3008	767	1	4	345	672	663
T96	Holendrecht/Reigersbos	2015	18271	3230	0	13	5808	1995	552
T97	Gein	2015	11560	2812	0	113	2503	1966	665
T98	Driemond	2015	1490	353	0	0	264	325	37
Z99	buiten beschouwing	2015							
A00	Burgwallen-Oude Zijde	2016	4290	8184	2	19	566	580	1718
A01	Burgwallen-Nieuwe Zijde	2016	3981	4927	11	3	269	580	1942
A02	Grachtengordel-West	2016	6483	9588	70	13	515	1735	2070
A03	Grachtengordel-Zuid	2016	5455	6388	80	12	197	1277	1873
A04	Nieuwmarkt/Lastage	2016	9618	8611	215	21	2533	1720	1858
A05	Haarlemmerbuurt	2016	9314	10439	142	39	2474	1502	1634
A06	Jordaan	2016	19408	15587	113	9	4929	3534	4504
A07	De Weteringschans	2016	7352	8201	76	5	532	1801	2229
A08	Weesperbuurt/Plantage	2016	7943	5625	99	13	1535	1414	1416
A09	Oostelijke Eilanden/Kadijken	2016	12655	7389	165	10	4483	1932	865
B10	Westelijk Havengebied	2016	200	2	49	2	0	3	44
E12	Houthavens	2016	1044	3595	62	0	160	270	769
E13	Spaarndammer- en Zeeheldenbuurt	2016	10888	4486	9	5	3973	1296	748
E14	Staatsliedenbuurt	2016	13187	16683	55	3	3833	2429	1577
E15	Centrale Markt	2016	2501	2312	24	2	593	455	149
E16	Frederik Hendrikbuurt	2016	8496	14153	20	6	1965	1529	1584
E17	Da Costabuurt	2016	4688	12250	68	10	610	884	1153
E18	Kinkerbuurt	2016	6358	14360	14	0	1379	933	1288
E19	Van Lennepbuurt	2016	7078	17758	51	6	2431	1031	991
E20	Helmersbuurt	2016	7506	12670	13	7	1118	1529	1569
E21	Overtoomse Sluis	2016	7788	15158	18	19	893	1685	1887
E22	Vondelbuurt	2016	1868	4183	0	6	152	383	371
E36	Sloterdijk	2016	515	195	0	2	11	19	203
E37	Landlust	2016	19082	9284	20	1	4603	2447	2499
E38	Erasmuspark	2016	5891	8451	0	1	528	1357	1171
E39	De Kolenkit	2016	9577	6538	1	2	3230	831	558
E40	Geuzenbuurt	2016	6840	13277	0	1	739	1365	1551
E41	Van Galenbuurt	2016	6992	11162	0	0	1627	746	840
E42	Hoofdweg e,o,	2016	10481	14264	0	2	2308	1335	2063
E43	Westindische Buurt	2016	6938	11462	1	1	645	1164	1804
E75	Chassébuurt	2016	6246	11600	0	2	1308	799	843
F11	Bedrijventerrein Sloterdijk	2016	106	6	0	0	0	0	42
F76	Slotermeer-Noordoost	2016	9474	4418	0	2	2799	1134	278
F77	Slotermeer-Zuidwest	2016	17290	3454	5	9	5475	1733	581
F78	Geuzenveld	2016	15478	4558	0	62	4119	1238	681
F79	Eendracht	2016	2392	404	0	0	462	429	42
F80	Lutkemeer/Ookmeer	2016	850	57	0	0	20	178	109
F81	Osdorp-Oost	2016	15930	5218	0	9	5066	2192	953
F82	Osdorp-Midden	2016	15883	6339	0	5	4090	1824	700
F83	De Punt	2016	5897	4530	0	5	1106	1037	447
F84	Middelveldsche Akerpolder	2016	14488	3637	36	0	1606	3003	774
F85	Slotervaart-Noord	2016	7990	3014	0	9	1385	1129	841
F86	Overtoomse Veld	2016	12139	3242	0	18	2311	917	1502
F87	Westlandgracht	2016	7837	2859	0	5	1242	1007	1763
F88	Sloter-/Riekerpolder	2016	13977	1209	72	33	1126	2917	1594
F89	Slotervaart-Zuid	2016	9666	3784	0	138	3344	900	465
K23	Zuidas	2016	2256	688	0	7	85	172	1173
K24	Oude Pijp	2016	14871	14713	32	3	2534	2565	4111
K25	Nieuwe Pijp	2016	12406	14570	21	6	2393	2208	2887
K26	Zuid-Pijp	2016	8276	12952	27	3	3262	653	655
K44	Hoofddorppleinbuurt	2016	11767	7627	44	2	892	2540	3036
K45	Schinkelbuurt	2016	3844	7781	0	3	800	701	770
K46	Willemspark	2016	5647	4091	0	9	266	1236	1105
K47	Museumkwartier	2016	12866	5158	3	18	333	2604	3847
K48	Stadionbuurt	2016	11646	6830	146	4	3272	1090	2075
K49	Apollobuurt	2016	8764	4387	0	1	63	1992	1814
K52	Scheldebuurt	2016	14752	7490	0	5	1349	2117	3938
K53	IJselbuurt	2016	5360	11685	8	0	1351	498	1136
K54	Rijnbuurt	2016	9128	5452	70	2	2106	1058	2065
K59	Prinses Irenebuurt e,o,	2016	1318	1809	0	0	0	538	157
K90	Buitenveldert-West	2016	12697	2607	20	67	2054	2972	2417
K91	Buitenveldert-Oost	2016	7660	2956	0	6	1301	1458	1746
M27	Weesperzijde	2016	5225	7483	48	15	798	1119	812
M28	Oosterparkbuurt	2016	10957	8566	0	71	3678	1607	906
M29	Dapperbuurt	2016	9255	8355	1	16	2950	1188	820
M30	Transvaalbuurt	2016	9426	12679	0	2	2938	1032	707
M31	Indische Buurt-West	2016	12590	14289	0	20	3885	1799	998
M32	Indische Buurt-Oost	2016	10379	5358	12	6	3369	1069	544
M33	Oostelijk Havengebied	2016	18495	5748	233	8	3190	3425	1982
M34	Zeeburgereiland/Nieuwe diep	2016	1204	259	61	1	421	77	124
M35	IJburg-West	2016	14431	4920	34	26	1905	2632	942
M50	IJburg-Oost	2016			0	0			
M51	IJburg-Zuid	2016	7009	3991	0	0	1194	1092	367
M55	Frankendael	2016	11004	3674	6	84	3317	955	1573
M56	Middenmeer	2016	15308	2639	0	2	2346	2813	2188
M57	Betondorp	2016	3215	1794	0	0	1619	248	82
M58	Omval/Overamstel	2016	3923	1039	94	4	1112	346	1479
N60	Volewijck	2016	9655	4094	42	7	4050	517	270
N61	IJplein/Vogelbuurt	2016	8246	3449	37	4	3035	795	241
N62	Tuindorp Nieuwendam	2016	3520	4338	3	0	1495	291	58
N63	Tuindorp Buiksloot	2016	1866	5413	0	0	762	128	22
N64	Nieuwendammerdijk/Buiksloterdijk	2016	1690	1778	10	0	2	536	86
N65	Tuindorp Oostzaan	2016	11168	3199	80	25	3440	1420	209
N66	Oostzanerwerf	2016	8764	1496	73	1	1890	1618	180
N67	Kadoelen	2016	3036	929	35	1	417	684	119
N68	Waterlandpleinbuurt	2016	13311	3904	0	2	3187	1687	578
N69	Buikslotermeer	2016	10956	3811	0	5	3688	1447	444
N70	Banne Buiksloot	2016	14186	3582	33	15	3915	1691	317
N71	Noordelijke IJ-oevers-West	2016	1692	348	87	0	445	191	243
N72	Noordelijke IJ-oevers-Oost	2016	164	107	0	1	0	18	55
N73	Waterland	2016	2211	34	107	1	37	633	165
N74	Elzenhagen	2016	2452	1100	1	1	150	560	162
T92	Amstel III/Bullewijk	2016	438	38	5	6	0	6	181
T93	Bijlmer-Centrum (D,F,H)	2016	23981	3982	0	25	7208	2296	2276
T94	Bijlmer-Oost (E,G,K)	2016	27260	3247	0	10	7094	3788	1202
T95	Nellestein	2016	3012	767	1	4	343	664	673
T96	Holendrecht/Reigersbos	2016	18320	3223	0	13	5714	2017	607
T97	Gein	2016	11567	2812	0	114	2464	1968	702
T98	Driemond	2016	1479	352	0	0	252	321	52
Z99	buiten beschouwing	2016							
