gebiedcode15;gebiednaam;jaar;Bevtotaal;Bev_prog2015;BevMan;BevVrouw;BevMan_p;BevVrouw_p;Bevdicht;Bevbrief;Bevinst;Bevinst_p;Bevstud;Bevpotbbv15_64;Bevpotbbv15_64_p;Bevpotbbv15_74;Bevpotbbv15_74_p;BevSur;BevAntil;BevTurk;BevMarok;BevovNW;BevWest;BevAutoch;BevSur_p;BevAntil_p;BevTurk_p;BevMarok_p;BevovNW_p;BevWest_p;BevAutoch_p;BevNW_p;BevegNW;BevegWest;BevNstedeling;BevNstedeling_p;Bev65auto;Bev65W;Bev65NW;Bev65auto_p;Bev65W_p;Bev65NW_p;Bev17auto;Bev17W;Bev17NW;Bev17auto_p;Bev17W_p;Bev17NW_p;Bevopllaag_p;Bevoplmid_p;Bevoplhoog_p;BevhuishoudenHH;BevgehzkindHH;BevgehmkindHH;BevongehzkindHH;BevongehmkindHH;BeveenouderHH;BevalleenHH;BevoverigHH;BeveenouderHH_p;BevalleenHH_p;BevpaarzkindHH_p;BevpaarmkindHH_p;BevHHmkind;BevHHmkind_p;Bevalleen0_17;Bevalleen18_29;Bevalleen30_49;Bevalleen50_79;Bevalleen80plus;Bevgeb;Bevsterf;Bevvest;Bevvert;Bevvestint;Bevvertint;Bevgelijkint;Bevmutnl_p;Bevmuttot_p;Bevwoonduur;Bev0_4;Bev5_9;Bev10_14;Bev15_19;Bev20_24;Bev25_29;Bev30_34;Bev35_39;Bev40_44;Bev45_49;Bev50_54;Bev55_59;Bev60_64;Bev65_69;Bev70_74;Bev75_79;Bev80_84;Bev85_89;Bev90_94;Bev95_99;Bev100plus;Bev0_3_p;Bev0_3;Bev4_11;Bev12_17;Bev18_22;Bev23_39;Bev40_64;Bev65plus;Bev65plus_p;Bevpeuter;Bev4_12;Bev4_12_p;Bev13_17;Bev0_17;Bev0_17_p;Bev0_18;Bev0_18_p;Bev18plus;Bev5_11;Bev15_26;Bev65_74;Bev75plus;Bev75plus_p;Bev80plus;Bev80plus_p;WvoorrBAG;W_prog2015;Wdicht;Wstandplaats;Wligplaats;Winstituut;Wwibo;Wgeschiktoud_p;Wgeschiktoud65_p;Wnultrede_p;Wcorhuur;Wkoop;Wparthuur;Wcorhuur_p;Wparthuur_p;Wkoop_p;Wopp0060;Wopp6080;Wopp80plus;Wopponb;Wopp0060_p;Wopp6080_p;Wopp80plus_p;Wopponb_p;Wbezet;Wwoz_gem;Wwoz_m2;Whuur_gem;Whuurlaag_p;whuurkwal_p;Whuurtslg_p;Whuurmidden_p;Whuurhoog_p;Whuurquote;Wwoning_r;Wwoningcorp_r;Wwoning65_r;Wonderhoudwoning_r;ORonderhoudwoningen_r;Wverhuis_p;Wverhuis65_p;ORomgevingmooi_r;ORwoningenmooi_r;ORgroenmooi_r;ORaanbodspelen_r;ORverloed_p;OR_verhard_5;OR_gras_5;OR_groen_5;ORschoonstraten_r;ORschoongroen_r;ORschoonspelen_r;ORonderhoudstraten_r;ORonderhoudgroen_r;ORonderhoudspelen_r;Mvervuiling_r;ORopp;ORwater;ORland;ORgroen;ORsport;ORwater_p;ORgroen_p;ORsport_p;ORverblijf_i;VKhard_p;VKagressief_p;Vptotaal;Vpfiscaal;Vpnietfisc;VKparkeren_r;VKfietsparkeren_r;VKparkeeroverlast_r;VKov_r;VKov65_r;VKoverlastverkeer_r;VKverkeerslawaai_r;Lbuurt_r;Lverwachtingbuurt_r;Lbuurtvoor_p;Lbuurtgelijk_p;Lbuurtacht_p;Lsoccoh_r;Lsockwal_p;Lthuisvoelen_r;Lomganggroepenb_r;Lbetrokken_r;Loverl_p;Loverltoe_p;Loverlgelijk_P;Loverlaf_p;Lburenoverlast_r;Loverlastanderegroepen_r;Lhorecaoverlast_r;Lspan_i;Lnegaho_p;Vveiligh_i;Vcrimin_i;Vvolume_i;Vimpact_i;Voverlast_i;Vverloed_i;Vpersonovl_i;Vbeleving_i;Vinbraak_i;Vslacht_p;Vslachtjong_p;Vslachtverm_p;Vslachtgew_p;Vslachtvan_p;Vslachtfiets_p;Vveiligvoelen_p;Vveiligvoelen65_p;Vveiligdag_r;Vveiligavond_r;Vcriminaliteit_r;Vcrimitoe_p;Vcrimigelijk_p;Vcrimiaf_p;Ldrugsovl_p;Ljongerenovl_p;Vjeugdige_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A09;Oostelijke Eilanden/Kadijken;2007;12113;;6182;5931;51;49;;67;199;1;6;257;9712;80;2;10246;84;6;1080;117;209;618;1143;1941;7005;8;9;1;1;7;5;1;9;4;16;57;8;26;1;1907;964;4431;36;6;577;97;120;72;7;12;2;15;1;941;227;823;47;3;11;4;41;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;9;609;483;515;662;858;1037;1157;1161;1198;1156;1065;874;544;334;200;115;93;39;12;1;0;4;3;519;783;689;776;3715;4837;794;6;6;206;881;7;3;591;1991;16;4;2114;17;5;10122;693;1932;534;260;2;1;145;1;2;;;;0;158;10;12;45;;28;;;;;;;;;;;;;;;;;;370;41;;70;0;2;25;7;6;7;3;;7;3;6;8;23;;6;7;6;7;6;3;6;8;;;;;6;9;6;6;6;6;6;6;6;6;6;6;6;5;;;;;;;;;;;;;;;6;8;;7;1;7;6;;;;7;6;7;3;;;;;;8;7;6;5;;;;;7;3;6;9;8;;;;;;;;;;;;;;;;;;;;8;5;7;6;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B10;Westelijk Havengebied;2007;257;;169;88;65;8;34;2;;0;83;32;3;0;216;84;236;91;8;8;2;3;0;5;51;188;3;1;0;8;1;2;0;1;9;19;8;73;2;7;13;36;113;44;25;2;0;92;6;7;4;0;16;0;0;100;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;9;6;2;6;4;21;25;25;24;25;26;30;26;10;11;9;6;1;0;0;0;0;1;9;5;7;4;16;81;117;27;10;5;1;7;2;7;4;16;6;2;18;7;241;6;29;20;7;2;7;1;0;4;;;;0;20;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E12;Houthavens;2007;1681;;785;896;46;7;53;3;;4;0;0;872;1568;93;3;1598;95;1;56;12;16;17;110;285;1185;3;3;0;7;1;1;6;5;17;70;5;12;6;121;150;1145;68;1;32;5;1;84;2;13;2;2;6;47;17;18;57;3;20;7;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;39;23;13;74;835;152;79;113;94;77;61;54;29;20;10;4;3;1;0;0;0;2;2;37;29;16;642;604;315;38;2;3;12;32;1;9;13;82;4;9;97;5;8;1599;27;1005;30;8;0;5;4;0;2;;;;1;260;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;6;8;;7;9;6;5;;;5;9;6;6;5;1;6;3;;;;;6;6;5;9;6;3;6;5;6;6;3;6;2;;;;;;;;;;;;;;;5;9;;6;9;6;4;;;;7;7;7;3;;;;;;7;9;7;5;8;;;;;7;6;6;7;6;;;;;;;;;;;;;;;;;;;;8;7;7;2;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E13;Spaarndammer- en Zeeheldenbuurt;2007;10185;;5100;5085;50;1;49;9;;23;356;3;5;0;7815;76;7;8300;81;5;1107;143;347;1064;1140;1365;5019;10;9;1;4;3;4;10;4;11;2;13;4;49;3;37;3;2311;703;2801;27;5;672;89;150;73;8;9;8;16;5;544;160;1055;30;9;9;1;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;558;439;462;503;758;1064;1055;994;901;817;708;603;412;272;213;147;142;96;35;4;2;4;6;469;702;588;596;3478;3441;911;8;9;159;796;7;8;494;1759;17;3;1862;18;3;8426;613;1675;485;426;4;2;279;2;7;;;;0;11;5;92;39;;23;;;;;;;;;;;;;;;;;;319;71;;89;1;0;23;7;6;8;7;5;6;5;6;3;41;;6;4;6;5;6;3;6;5;;;;;6;3;6;4;6;3;6;3;6;3;6;3;5;8;;;;;;;;;;;;;;;6;4;;6;9;7;7;5;;;7;1;7;3;;;;;;7;7;6;8;6;1;;;;;7;7;8;;;;;;;;;;;;;;;;;;;;8;4;7;3;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E14;Staatsliedenbuurt;2007;12098;;6219;5879;51;4;48;6;;7;53;0;4;0;9674;80;10144;83;8;744;137;313;1066;1170;2000;6668;6;1;1;1;2;6;8;8;9;7;16;5;55;1;28;4;2118;1087;4916;40;6;527;90;143;69;3;11;8;18;8;768;251;881;40;4;13;2;46;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;8;698;545;421;431;784;1369;1558;1485;1307;1013;761;582;384;273;197;136;83;43;25;3;0;4;7;569;861;470;615;4776;4047;760;6;3;186;941;7;8;390;1900;15;7;1993;16;5;10198;732;1725;470;290;2;4;154;1;3;;;;0;54;23;126;37;;25;;;;;;;;;;;;;;;;;;309;58;;76;0;1;23;7;2;6;7;7;3;6;9;6;7;26;;6;7;6;7;6;7;6;7;;;;;6;4;6;5;6;4;6;6;6;7;6;6;6;3;;;;;;;;;;;;;;;5;5;;6;2;7;2;7;7;;;7;7;7;7;;;;;;8;2;7;1;6;1;;;;;7;7;1;7;9;;;;;;;;;;;;;;;;;;;;8;4;7;6;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
E15;Centrale Markt;2007;2442;;1122;1320;45;9;54;1;;3;12;0;5;0;1756;71;9;1849;75;7;152;14;50;254;184;334;1454;6;2;0;6;2;10;4;7;5;13;7;59;5;26;8;340;126;797;32;6;115;12;30;73;2;7;6;19;1;300;79;229;49;3;13;37;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;151;203;175;123;94;110;192;210;329;288;197;117;96;68;25;33;20;7;4;0;0;4;6;112;315;181;102;548;1027;157;6;4;29;350;14;3;146;608;24;9;634;26;1834;276;266;93;64;2;6;31;1;3;;;;69;24;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;7;8;;8;7;3;;;7;3;6;8;7;3;7;1;;;;;7;3;7;2;7;7;1;7;2;6;9;6;4;;;;;;;;;;;;;;;5;5;;6;8;7;2;;;;7;6;7;8;;;;;;8;3;7;1;7;1;;;;;8;1;6;9;7;6;;;;;;;;;;;;;;;;;;;;8;8;7;7;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E16;Frederik Hendrikbuurt;2007;7652;;3837;3815;50;1;49;9;;5;143;1;9;0;6110;79;8;6467;84;5;293;67;160;563;613;1359;4597;3;8;0;9;2;1;7;4;8;17;8;60;1;22;2;1096;742;3168;41;4;545;83;80;77;11;7;11;3;419;141;390;44;1;14;8;41;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;352;247;235;205;501;879;1062;891;694;643;474;440;321;228;129;106;99;78;47;20;1;4;306;378;266;363;3059;2572;708;9;3;96;433;5;7;211;950;12;4;991;13;6702;332;1020;357;351;4;6;245;3;2;;;;0;19;7;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;6;6;7;2;6;8;6;5;;;6;3;6;4;6;2;6;3;;;;;6;4;6;3;6;1;6;3;6;3;6;2;6;;;;;;;;;;;;;;;6;3;;6;6;7;5;7;4;;;7;3;7;1;;;;;;7;8;6;9;5;8;;;;;6;9;7;1;8;3;;;;;;;;;;;;;;;;;;;;8;3;7;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E17;Da Costabuurt;2007;4240;;2143;2097;50;5;49;5;;3;140;3;3;0;3452;81;4;3657;86;3;126;39;58;137;239;779;2862;3;0;9;1;4;3;2;5;6;18;4;67;5;14;1;367;417;2002;47;2;288;38;34;80;10;6;9;4;306;79;113;61;4;15;9;22;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;200;126;102;131;301;508;536;483;388;314;284;280;227;126;79;71;48;27;8;1;0;4;1;172;197;129;218;1671;1493;360;8;5;49;218;5;1;108;498;11;7;524;12;4;3742;169;616;205;155;3;7;84;2;;;;0;68;29;30;33;;17;;;;;;;;;;;;;;;;;;367;47;;69;4;2;24;7;6;7;4;7;5;7;6;6;20;;6;6;6;9;5;8;6;3;;;;;6;5;6;3;6;4;6;3;6;3;6;4;6;;;;;;;;;;;;;;;6;1;;6;5;8;2;8;4;;;7;7;7;4;;;;;;8;3;7;1;6;3;;;;;7;7;7;7;;;;;;;;;;;;;;;;;;;;8;5;7;6;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E18;Kinkerbuurt;2007;5060;;2614;2446;51;7;48;3;;6;26;0;5;0;4163;82;3;4397;86;9;281;53;221;375;394;856;2880;5;6;1;4;4;7;4;7;8;16;9;56;9;26;2;869;481;2178;43;231;58;73;63;8;16;20;2;285;66;266;46;2;10;7;43;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;242;153;140;186;426;685;671;600;470;414;291;259;161;131;103;65;33;21;7;1;1;4;1;209;247;161;331;2155;1595;362;7;2;76;271;5;4;137;617;12;2;662;13;1;4443;214;863;234;128;2;5;63;1;2;;;;0;14;9;10;26;;16;;;;;;;;;;;;;;;;;;286;63;;77;0;0;23;7;1;6;5;7;1;6;4;5;9;26;;6;1;6;2;5;5;6;4;;;;;5;8;5;7;6;6;5;9;6;2;5;3;;;;;;;;;;;;;;;5;3;;6;2;8;8;;;7;4;7;3;;;;;;7;8;6;9;6;1;;;;;7;6;6;7;3;;;;;;;;;;;;;;;;;;;;8;3;7;1;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E19;Van Lennepbuurt;2007;6615;;3296;3319;49;8;50;2;;5;20;0;3;73;5322;80;5;5688;86;490;76;229;641;642;1070;3467;7;4;1;1;3;5;9;7;9;7;16;2;52;4;31;4;1344;593;2351;35;5;380;85;157;61;1;13;7;25;2;267;85;454;33;1;10;5;56;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;268;207;196;277;550;799;711;667;617;511;479;426;285;214;152;102;75;54;21;4;0;3;4;226;338;242;443;2426;2318;622;9;4;77;372;5;6;208;806;12;2;876;13;2;5809;296;1129;366;256;3;9;154;2;3;;;;0;51;6;39;39;;19;;;;;;;;;;;;;;;;;;336;61;;81;0;1;23;7;4;7;3;7;5;6;8;6;5;26;;6;3;6;5;5;5;6;2;;;;;6;2;6;6;1;6;4;6;1;6;2;5;8;;;;;;;;;;;;;;;5;9;;6;4;8;8;2;;;7;5;7;2;;;;;;8;2;6;8;5;9;;;;;7;1;6;8;7;9;;;;;;;;;;;;;;;;;;;;8;4;7;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E20;Helmersbuurt;2007;6814;;3269;3545;48;52;;3;36;0;5;8;5517;81;5779;84;8;194;63;86;131;364;1372;4604;2;8;0;9;1;3;1;9;5;3;20;1;67;6;12;3;512;719;3462;50;8;322;65;49;73;9;14;9;11;2;633;170;167;65;3;17;5;17;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;425;264;172;236;477;762;911;801;608;561;476;400;285;140;122;83;52;30;8;1;0;5;3;361;408;201;390;2688;2330;436;6;4;119;431;6;3;178;970;14;2;1037;15;2;5844;344;972;262;174;2;6;91;1;3;;;;0;13;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;6;;6;9;7;1;;;6;9;7;2;6;5;6;4;;;;;6;8;6;6;6;5;6;8;6;7;6;6;6;4;;;;;;;;;;;;;;;5;;5;9;7;7;;;;8;1;7;7;;;;;;8;5;7;2;6;3;;;;;7;6;8;7;8;;;;;;;;;;;;;;;;;;;;8;7;7;8;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E21;Overtoomse Sluis;2007;7093;;3455;3638;48;7;51;3;;4;204;2;9;0;5896;83;1;6178;87;1;206;62;99;148;452;1473;4653;2;9;0;9;1;4;2;1;6;4;20;8;65;6;13;6;593;824;3638;51;3;313;73;56;70;8;16;5;12;7;524;125;198;61;9;14;8;23;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;384;205;166;184;549;1021;1091;835;633;508;398;399;278;174;108;65;56;27;10;2;0;4;6;329;328;190;365;3223;2216;442;6;2;92;356;5;162;847;11;9;887;12;5;6246;273;1096;282;160;2;3;95;1;3;;;;0;18;21;0;35;;19;;;;;;;;;;;;;;;;;;393;40;;58;6;2;25;7;5;7;2;8;6;9;6;7;21;;6;7;6;9;6;5;6;7;;;;;6;7;6;6;6;4;6;8;6;7;6;5;6;1;;;;;;;;;;;;;;;5;1;;5;8;7;4;7;4;;;7;9;7;7;;;;;;8;4;7;2;6;4;;;;;7;7;7;7;;;;;;;;;;;;;;;;;;;;8;6;7;7;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E22;Vondelbuurt;2007;1707;;880;827;51;6;48;4;;0;90;5;3;10;1262;73;9;1371;80;3;39;12;9;37;104;410;1096;2;3;0;7;0;5;2;2;6;1;24;64;2;11;8;126;224;703;41;2;177;40;6;79;4;17;9;2;7;159;57;42;61;6;22;1;16;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;102;66;54;65;88;128;157;186;146;132;126;121;113;65;44;33;28;27;22;4;0;5;1;87;98;73;91;497;638;223;13;1;28;115;6;7;56;258;15;1;269;15;8;1449;83;198;109;114;6;7;81;4;7;;;;0;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;7;4;7;5;;;7;2;7;7;7;8;7;2;;;;;6;7;7;6;4;7;2;7;1;6;6;5;5;;;;;;;;;;;;;;;5;6;;5;4;8;1;;;;8;2;7;5;;;;;;8;6;7;2;6;1;;;;;7;4;6;8;6;9;;;;;;;;;;;;;;;;;;;;8;5;7;7;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E36;Sloterdijk;2007;139;;81;58;58;3;41;7;;2;0;0;0;111;79;9;121;87;1;3;3;5;0;9;28;91;2;2;2;2;3;6;0;6;5;20;1;65;5;14;4;14;18;49;35;3;13;2;0;86;7;13;3;0;8;1;5;57;1;7;1;35;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;4;5;4;1;19;26;13;6;6;12;11;7;10;7;3;2;2;1;0;0;0;2;9;4;7;3;11;53;46;15;10;8;0;8;5;8;2;14;10;1;14;10;1;125;7;30;10;5;3;6;3;2;2;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E37;Landlust;2007;18099;;9151;8948;50;6;49;4;;15;0;0;0;13603;75;2;14398;79;6;1259;183;2464;3801;1681;1860;6851;7;1;13;6;21;9;3;10;3;37;9;51;9;5586;1017;4432;24;5;830;151;335;63;1;11;5;25;5;613;217;2848;16;7;5;9;77;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;1368;1027;785;938;1620;2329;2319;1728;1349;1019;901;774;626;469;326;241;163;86;27;4;0;6;2;1121;1569;988;1324;7112;4669;1316;7;3;377;1729;9;6;828;3678;20;3;3894;21;5;14421;1322;3441;795;521;2;9;280;1;5;;;;0;18;0;0;33;52;16;;;;;;;;;;;;;;;;;;338;64;;79;1;1;23;6;8;6;1;6;9;6;4;6;1;32;16;6;5;9;6;1;6;1;;;;;6;6;5;9;6;4;6;2;6;1;5;3;;;;;;;;;;;;;;;6;1;;6;3;7;6;7;5;;;6;5;6;7;;;;;;6;9;6;3;5;3;;;;;6;8;6;7;8;1;;;;;;;;;;;;;;;;;;;;7;9;6;7;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E38;Erasmuspark;2007;5074;;2514;2560;49;5;50;5;;4;0;0;0;3947;77;8;4162;82;195;46;552;643;412;673;2553;3;8;0;9;10;9;12;7;8;1;13;3;50;3;36;4;1107;379;1896;37;4;285;35;63;74;4;9;1;16;4;208;80;546;24;9;9;6;65;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;335;224;185;196;459;795;765;540;371;250;214;190;167;129;86;68;49;35;14;2;0;5;6;282;358;194;338;2327;1192;383;7;5;86;396;7;8;156;834;16;4;876;17;3;4240;305;938;215;168;3;3;100;2;;;;0;0;1;0;35;;15;;;;;;;;;;;;;;;;;;362;51;;68;2;0;23;7;6;4;;6;5;6;32;;6;1;6;1;6;4;6;6;;;;;6;1;6;2;6;2;6;4;6;4;6;3;5;7;;;;;;;;;;;;;;;5;8;;6;3;7;6;;;;6;6;7;3;;;;;;7;2;6;5;5;5;;;;;7;6;5;8;1;;;;;;;;;;;;;;;;;;;;7;9;6;5;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E39;De Kolenkit;2007;7021;;3553;3468;50;6;49;4;;2;55;0;8;0;4724;67;3;4980;70;9;481;74;1690;2564;800;400;1012;6;9;1;1;24;1;36;5;11;4;5;7;14;4;79;9;3240;246;411;5;9;308;55;174;57;4;10;2;32;4;98;61;1925;4;7;2;9;92;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;595;634;531;558;674;652;601;507;504;404;344;277;203;160;96;70;102;67;33;9;0;6;5;453;970;661;626;2042;1732;537;7;6;180;1069;15;2;562;2084;29;7;2191;31;2;4937;828;1513;256;281;4;211;3;;;;0;0;6;86;24;;11;;;;;;;;;;;;;;;;;;325;80;;98;0;1;22;6;5;7;6;4;5;9;5;5;45;;5;5;5;3;5;7;5;7;;;;;5;5;5;6;5;3;5;6;5;7;5;3;4;8;;;;;;;;;;;;;;;6;1;;6;5;7;5;7;2;;;5;7;6;2;;;;;;6;4;6;2;4;9;;;;;6;6;6;4;8;1;;;;;;;;;;;;;;;;;;;;7;3;6;2;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E40;Geuzenbuurt;2007;6274;;3063;3211;48;8;51;2;;4;19;0;3;0;5008;79;8;5330;85;275;62;280;365;449;1029;3814;4;4;1;4;5;5;8;7;2;16;4;60;8;22;8;885;549;2903;46;3;361;71;59;73;5;14;5;12;364;106;380;42;8;12;5;44;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;369;245;161;196;578;982;990;692;525;313;258;264;210;187;135;66;52;36;13;2;0;4;9;309;374;167;434;2929;1570;491;7;8;90;405;6;5;136;850;13;5;900;14;3;5424;314;1129;322;169;2;7;103;1;6;;;;0;0;1;1;30;;16;;;;;;;;;;;;;;;;;;397;46;;63;3;4;23;7;3;6;7;6;4;6;6;6;4;27;;6;3;6;5;6;1;6;2;;;;;6;6;1;6;6;4;6;3;6;2;5;4;;;;;;;;;;;;;;;5;6;;6;7;8;7;4;;;7;7;3;;;;;;7;7;6;7;5;5;;;;;7;6;7;8;;;;;;;;;;;;;;;;;;;;8;4;6;9;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E41;Van Galenbuurt;2007;5499;;2743;2756;49;9;50;1;;16;0;0;0;4312;78;4;4578;83;3;459;53;614;748;544;707;2374;8;3;1;11;2;13;6;9;9;12;9;43;2;44;1554;384;1709;31;1;266;59;97;63;14;23;152;83;647;17;2;9;4;73;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;334;255;176;221;472;804;747;588;409;341;307;247;176;142;124;71;49;24;10;2;0;4;9;270;384;228;357;2358;1480;422;7;7;91;420;7;6;192;882;16;932;16;9;4617;320;996;266;156;2;8;85;1;5;;;;0;0;0;0;28;;25;;;;;;;;;;;;;;;;;;354;65;;83;0;0;24;6;9;6;8;;6;7;6;4;32;;6;3;6;5;6;1;6;1;;;;;5;7;6;2;5;9;6;2;6;3;6;1;5;1;;;;;;;;;;;;;;;5;4;;6;2;7;7;;;;6;5;7;;;;;;7;1;6;5;5;3;;;;;6;9;7;8;1;;;;;;;;;;;;;;;;;;;;8;1;6;7;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E42;Hoofdweg e,o,;2007;10072;;4991;5081;49;6;50;4;;7;102;1;0;7643;75;9;8104;80;5;738;92;1087;1360;996;1380;4419;7;3;0;9;10;8;13;5;9;9;13;7;43;9;42;4;2667;749;3037;30;2;588;94;183;68;10;9;21;2;380;168;1179;22;9;7;68;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;711;498;355;332;849;1351;1441;1054;799;629;474;406;308;254;207;134;124;95;44;7;0;5;9;596;770;361;632;4232;2616;865;8;6;194;840;8;3;291;1727;17;1;1808;18;8345;655;1694;461;404;4;270;2;7;;;;0;0;2;57;30;;25;;;;;;;;;;;;;;;;;;332;62;;78;1;2;23;6;8;6;3;;6;5;6;2;35;;6;1;6;2;6;6;8;;;;;5;7;5;8;5;9;6;3;6;2;6;2;5;3;;;;;;;;;;;;;;;6;2;;6;5;7;9;;;;6;6;6;8;;;;;;7;3;6;4;5;7;;;;;6;8;6;6;7;8;;;;;;;;;;;;;;;;;;;;8;6;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E43;Westindische Buurt;2007;6415;;3053;3362;47;6;52;4;;4;0;0;0;5100;79;5;5447;84;9;298;53;290;432;472;1108;3762;4;6;0;8;4;5;6;7;7;4;17;3;58;6;24;1;924;575;2812;43;8;399;64;81;73;3;11;8;14;9;365;125;399;41;1;14;1;44;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;361;224;186;230;515;978;978;714;456;384;312;289;244;213;134;82;65;33;17;0;0;4;8;305;353;231;402;2895;1685;544;8;5;86;394;6;1;190;889;13;9;936;14;6;5526;297;1113;347;197;3;1;115;1;8;;;;0;0;3;0;34;;26;;;;;;;;;;;;;;;;;;410;38;;73;4;2;23;7;5;7;3;7;7;6;9;6;7;35;;6;6;6;7;6;5;6;5;;;;;6;5;6;4;6;4;6;6;6;5;6;5;6;2;;;;;;;;;;;;;;;6;3;;7;7;8;7;6;;;7;4;7;3;;;;;;8;6;9;5;9;;;;;7;1;7;2;8;3;;;;;;;;;;;;;;;;;;;;8;4;7;4;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E75;Chassébuurt;2007;5587;;2702;2885;48;4;51;6;;19;0;0;0;4227;75;7;4478;80;2;361;53;643;876;515;711;2428;6;5;0;9;11;5;15;7;9;2;12;7;43;5;43;8;1429;369;1626;29;1;234;47;97;61;9;12;4;25;7;290;111;774;24;7;9;4;65;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;365;337;280;341;515;590;572;531;485;408;321;261;203;152;99;56;41;23;6;1;0;5;5;309;500;366;434;1922;1678;378;6;8;117;559;10;307;1175;21;1238;22;2;4412;444;1105;251;127;2;3;71;1;3;;;;0;0;2;0;34;;16;;;;;;;;;;;;;;;;;;361;58;;83;2;1;22;7;6;8;6;9;6;2;5;8;35;;5;5;6;4;8;5;7;;;;;5;4;5;4;5;7;5;9;5;6;5;8;5;3;;;;;;;;;;;;;;;6;;6;2;7;8;7;6;;;6;2;6;7;;;;;;6;9;6;3;5;4;;;;;7;2;6;3;7;4;;;;;;;;;;;;;;;;;;;;7;9;6;3;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
